Company,Model,Year,Engine Size (L),Fuel Type,Price (USD)
Mercedes-Benz,GLC,2020,4.6,Hybrid,18155.8
Mercedes-Benz,GLC,2017,3.5,Hybrid,65683.85
Hyundai,Kona,2018,4.3,Petrol,20843.46
Honda,Pilot,2020,2,Electric,54531.9
Honda,Pilot,2015,4.6,Electric,18423.66
Nissan,Rogue,2011,4,Petrol,46977.18
Chevrolet,Spark,2018,2.5,Diesel,76310.9
Ford,Fiesta,2016,3.1,Petrol,43268.39
Volkswagen,Tiguan,2018,1.3,Diesel,36452.55
Ford,Mustang,2014,2.4,Diesel,44828.53
Nissan,Sentra,2015,1.2,Hybrid,16363.64
Audi,A4,2018,2.2,Electric,33680.32
Honda,Accord,2011,3.7,Petrol,16918.67
Mercedes-Benz,GLC,2013,2.8,Diesel,21574.71
Toyota,Corolla,2011,1.2,Hybrid,16838.43
Audi,A3,2015,4.3,Petrol,53648.6
BMW,X5,2010,1.3,Electric,65993.88
Hyundai,Kona,2012,1.2,Electric,75264.3
Ford,Mustang,2011,3.2,Hybrid,30884.02
Nissan,Rogue,2016,1.3,Petrol,58991.1
Honda,Civic,2016,3,Electric,15949.47
Hyundai,Tucson,2010,3.3,Diesel,22400.26
Ford,Fiesta,2018,3.8,Electric,54929.49
Volkswagen,Passat,2014,3.8,Diesel,22571.02
Ford,Mustang,2017,2.6,Hybrid,55745.66
Toyota,Corolla,2013,2.5,Electric,16946.12
Volkswagen,Atlas,2010,2.3,Hybrid,55997.96
Volkswagen,Atlas,2018,4.6,Electric,32292.99
BMW,X3,2015,1.4,Diesel,78880.38
Audi,A3,2011,1.8,Electric,20879.23
Toyota,Prius,2020,2.9,Electric,42702.5
Ford,Mustang,2019,3.2,Diesel,23108.37
Nissan,Sentra,2013,2.4,Hybrid,47746.9
Toyota,Highlander,2014,1.6,Hybrid,53820.82
Toyota,RAV4,2010,4.8,Petrol,71851.05
Toyota,Prius,2014,3.5,Petrol,75264.79
Audi,A4,2013,2.1,Petrol,74264.68
Audi,Q7,2014,3.6,Petrol,38033.18
BMW,X3,2012,4.4,Hybrid,53566.07
Hyundai,Sonata,2013,2.7,Petrol,18924.69
Audi,A3,2018,2.2,Electric,59116.95
Chevrolet,Impala,2015,5,Diesel,44631.58
Nissan,Murano,2014,2.9,Diesel,71062.18
Ford,Mustang,2013,2.8,Hybrid,65764.98
Volkswagen,Jetta,2016,2.1,Hybrid,24233.52
Chevrolet,Spark,2014,3.7,Hybrid,65683.6
Ford,Explorer,2010,4.7,Hybrid,22919.12
Audi,A3,2015,3.6,Diesel,42890.6
Chevrolet,Spark,2011,1.3,Hybrid,71868.06
BMW,X5,2018,1.9,Hybrid,28721.01
Ford,F-150,2012,1.7,Electric,36735.17
Honda,CR-V,2011,3.2,Diesel,61393.53
Honda,Pilot,2018,3.9,Electric,74717.95
Honda,Fit,2019,2.3,Diesel,36185.19
Audi,A6,2015,3.2,Diesel,48556.05
Honda,Accord,2015,2.9,Petrol,56007.93
Mercedes-Benz,C-Class,2014,4.6,Electric,30377.25
Hyundai,Elantra,2020,1,Diesel,32687.44
Nissan,Murano,2011,2.2,Hybrid,64410.01
Ford,Explorer,2011,4.9,Hybrid,42087.19
Ford,Focus,2017,3.6,Electric,62566.9
BMW,X3,2014,1.1,Electric,35102.3
Honda,Accord,2014,2.4,Petrol,21491.02
Volkswagen,Jetta,2017,4.8,Electric,66456.57
Volkswagen,Passat,2015,2.9,Petrol,36927.49
Audi,A4,2015,3.2,Hybrid,37334.88
Hyundai,Elantra,2012,3.6,Diesel,79181.7
Nissan,Murano,2015,3,Petrol,29695.18
Audi,A4,2010,3.6,Petrol,63319.99
Ford,F-150,2020,3.7,Electric,18935.43
Ford,F-150,2019,4.5,Electric,23740.03
Audi,A6,2013,1.1,Electric,61895.81
Nissan,Versa,2013,2.2,Hybrid,44669.3
BMW,7 Series,2018,3.5,Diesel,49399.04
Mercedes-Benz,S-Class,2011,3.4,Diesel,67344.09
BMW,X5,2017,3,Electric,72427.62
Volkswagen,Jetta,2019,2.4,Diesel,37981.07
Audi,A6,2010,2.4,Diesel,47504.56
BMW,7 Series,2010,1.7,Hybrid,17353.23
Volkswagen,Golf,2018,3.4,Hybrid,15987.2
Honda,Fit,2013,1.9,Diesel,36249.09
Audi,Q7,2011,4.4,Electric,35495.23
Audi,A6,2012,4,Hybrid,27626.39
Hyundai,Elantra,2018,1.3,Hybrid,43568.45
Mercedes-Benz,C-Class,2016,1.4,Hybrid,66354.53
Mercedes-Benz,S-Class,2015,2.2,Petrol,16545.2
Chevrolet,Equinox,2013,1.5,Hybrid,22714.27
Ford,Explorer,2020,2.7,Hybrid,62875.81
Honda,Accord,2020,4.4,Diesel,41375.37
Volkswagen,Tiguan,2020,2.7,Petrol,28012.53
Hyundai,Kona,2019,1.3,Petrol,17463.58
Ford,Fiesta,2020,1.4,Petrol,59974.71
Hyundai,Tucson,2014,4.6,Electric,15485.18
Honda,CR-V,2018,3.3,Hybrid,19747.5
BMW,X3,2013,2.9,Electric,51421.47
Volkswagen,Golf,2015,4.3,Diesel,60092.34
Toyota,Corolla,2019,4.7,Petrol,38844.23
Nissan,Murano,2012,3,Hybrid,66040.09
Ford,F-150,2019,4,Electric,44604.99
Toyota,Corolla,2014,3.2,Hybrid,24373.47
Audi,A3,2017,3.4,Diesel,66290.96
Audi,A4,2014,1.2,Electric,73173.18
Audi,Q5,2013,3.7,Electric,15215.46
Chevrolet,Malibu,2019,1.1,Hybrid,67025.66
Toyota,Camry,2010,3.3,Hybrid,43637.42
Nissan,Murano,2011,1.8,Diesel,45097.65
Hyundai,Santa Fe,2019,2.4,Diesel,34185.62
BMW,X5,2019,2.8,Electric,29577.02
Hyundai,Santa Fe,2010,2.2,Petrol,28640.58
Nissan,Murano,2011,3.6,Electric,61175.74
Nissan,Sentra,2020,1.4,Diesel,30748.09
Honda,Fit,2017,3.3,Electric,51851.53
Hyundai,Tucson,2016,3.7,Hybrid,28034.17
Hyundai,Elantra,2010,1.9,Hybrid,62484.05
Chevrolet,Spark,2011,1.2,Hybrid,76190.37
Audi,A4,2018,4.8,Diesel,22734.3
Nissan,Altima,2015,2.2,Hybrid,33710.33
Hyundai,Santa Fe,2018,4.3,Petrol,53684.12
BMW,X5,2010,2.2,Petrol,50628.75
Nissan,Rogue,2011,4.9,Hybrid,35530.56
Nissan,Rogue,2010,2.4,Hybrid,58167.06
Ford,Mustang,2019,4.9,Electric,53037.52
Mercedes-Benz,S-Class,2013,4.2,Petrol,73851.1
Toyota,Corolla,2013,2.8,Electric,44968.5
Audi,A3,2016,3.3,Electric,16976.84
Ford,Focus,2015,2.3,Electric,58008.09
Volkswagen,Atlas,2010,4.2,Electric,31443.1
Hyundai,Santa Fe,2019,3.5,Hybrid,30564.28
Chevrolet,Equinox,2012,3.3,Petrol,40428.19
Toyota,RAV4,2017,3,Hybrid,39381.82
Mercedes-Benz,GLC,2017,4.1,Petrol,61098.08
Mercedes-Benz,E-Class,2018,1.4,Electric,62358.25
Mercedes-Benz,GLA,2010,3.2,Diesel,27490.49
Hyundai,Santa Fe,2017,3.9,Diesel,54893.66
Hyundai,Kona,2015,2.7,Electric,56186.35
Volkswagen,Passat,2012,1,Hybrid,28394
BMW,X5,2018,2.6,Petrol,36391.72
Toyota,Highlander,2013,4.4,Petrol,70699
Honda,Accord,2016,4.1,Electric,44684.13
BMW,5 Series,2019,4.7,Diesel,63323.88
Volkswagen,Jetta,2020,1.5,Hybrid,19320.21
BMW,3 Series,2020,2,Electric,15873.65
Hyundai,Elantra,2020,3.9,Hybrid,38462.38
Honda,Civic,2016,1.3,Petrol,30295.92
Nissan,Murano,2016,3,Electric,56636.5
Hyundai,Elantra,2017,4.5,Electric,51399.5
Chevrolet,Equinox,2012,1.4,Hybrid,66885.83
Mercedes-Benz,GLA,2019,4.8,Petrol,21472.07
Audi,Q7,2020,1.5,Hybrid,76744.3
Audi,A3,2014,2,Petrol,16748.34
BMW,5 Series,2017,2.2,Electric,35007.36
BMW,3 Series,2010,3.3,Diesel,40640.12
Chevrolet,Tahoe,2019,1.1,Diesel,52101.35
Chevrolet,Equinox,2020,2.8,Diesel,20083.16
Nissan,Versa,2017,4.9,Electric,21940.22
Ford,Explorer,2015,2.9,Petrol,56832.89
Mercedes-Benz,C-Class,2013,3,Hybrid,51452.79
Ford,Mustang,2016,4.9,Petrol,79061.05
Audi,A3,2013,4.3,Electric,52534.67
Chevrolet,Spark,2016,4.3,Electric,72787.1
Mercedes-Benz,C-Class,2015,4.2,Hybrid,69172.79
Volkswagen,Atlas,2016,3.9,Petrol,27196.81
Toyota,RAV4,2012,1.9,Electric,61557.56
Toyota,Highlander,2016,1.2,Electric,32248.13
Ford,Mustang,2014,1.1,Diesel,55329.3
Hyundai,Tucson,2020,1.8,Petrol,48097.75
Audi,A4,2015,1.4,Diesel,24029.05
Hyundai,Sonata,2019,3.1,Hybrid,28617.22
BMW,X5,2020,3.4,Electric,61255.29
Honda,CR-V,2014,4,Petrol,56881.8
Honda,Civic,2017,2.3,Petrol,31878.71
Nissan,Rogue,2020,2.8,Diesel,33886.04
BMW,7 Series,2014,1.4,Diesel,33589.88
BMW,X3,2015,4.5,Petrol,40758.03
Nissan,Altima,2010,2.5,Petrol,64724.18
BMW,X3,2015,4.2,Diesel,73342.53
Mercedes-Benz,E-Class,2015,1.2,Diesel,31783.93
Hyundai,Santa Fe,2020,2.3,Petrol,21310.75
Toyota,Highlander,2011,5,Diesel,22146.02
Ford,Explorer,2012,3.5,Electric,74846.96
BMW,5 Series,2012,1.1,Hybrid,75175.23
Hyundai,Elantra,2019,3.9,Petrol,60173.12
Audi,A3,2014,2.9,Electric,20650.04
Hyundai,Kona,2019,2.5,Electric,30002.76
Nissan,Sentra,2011,4.3,Petrol,28325.99
Nissan,Rogue,2016,2,Petrol,77426.64
Ford,F-150,2018,2.3,Diesel,65887.49
Nissan,Murano,2012,2.9,Electric,42189.32
Nissan,Altima,2015,4.4,Hybrid,51904.54
Honda,CR-V,2015,5,Hybrid,52727.26
Ford,F-150,2012,2.8,Diesel,20269.68
Audi,Q5,2015,2.7,Petrol,52015.53
Volkswagen,Golf,2011,3.8,Diesel,65673.6
Ford,F-150,2014,4,Hybrid,20696.83
Mercedes-Benz,C-Class,2018,1.6,Electric,36927.43
Chevrolet,Equinox,2012,2.3,Petrol,62951.69
Audi,Q5,2018,2.2,Hybrid,64137.39
BMW,7 Series,2011,2.8,Hybrid,18135.84
Nissan,Murano,2014,3.5,Electric,79544.64
Volkswagen,Tiguan,2013,2.7,Diesel,26005.64
Volkswagen,Passat,2010,2.7,Hybrid,34572.81
Nissan,Altima,2010,3.7,Petrol,22336.64
Honda,Pilot,2011,3.1,Electric,37767.37
Toyota,Prius,2017,1.7,Diesel,26038
Chevrolet,Impala,2011,4.6,Hybrid,27603.12
Hyundai,Tucson,2019,1.2,Diesel,26154.45
Chevrolet,Tahoe,2016,3.1,Diesel,57741.16
Mercedes-Benz,GLC,2018,3.8,Hybrid,64082.83
Nissan,Murano,2011,3.4,Hybrid,60302.01
Nissan,Sentra,2018,4.2,Hybrid,37096.24
Audi,Q7,2012,2,Petrol,76113.36
Honda,Pilot,2020,1.1,Petrol,73673.74
Toyota,Corolla,2015,4.3,Electric,55228.91
BMW,5 Series,2014,1.5,Diesel,36034.85
Volkswagen,Jetta,2014,1.5,Electric,48800.82
BMW,X5,2018,3.1,Petrol,25182.96
Nissan,Versa,2014,1.2,Petrol,40346.13
Nissan,Altima,2017,3.2,Petrol,19856.67
Hyundai,Tucson,2017,1.7,Diesel,67862.96
Nissan,Versa,2015,2.9,Hybrid,47245.5
Nissan,Versa,2019,2.7,Electric,57844.28
Nissan,Rogue,2011,4.8,Hybrid,48147.6
Toyota,RAV4,2020,2.3,Hybrid,63473.58
Hyundai,Elantra,2013,1.6,Hybrid,60895.12
Mercedes-Benz,GLC,2011,3.7,Petrol,19753.34
Toyota,Prius,2011,4.1,Hybrid,57631.07
Honda,CR-V,2014,3.8,Electric,49015.73
Toyota,Prius,2012,3.8,Diesel,17095.86
Chevrolet,Equinox,2010,2.3,Hybrid,27454.18
Audi,Q7,2013,2.9,Petrol,59749.84
Honda,Civic,2012,2.1,Hybrid,74615.58
Mercedes-Benz,GLA,2018,4.7,Diesel,33689.79
Nissan,Rogue,2017,4.3,Diesel,29923.04
Mercedes-Benz,S-Class,2010,3.9,Electric,36573.14
Toyota,RAV4,2012,3.7,Diesel,34408.06
Chevrolet,Equinox,2020,2.5,Diesel,58555.36
Mercedes-Benz,C-Class,2015,2.3,Electric,68617.08
Mercedes-Benz,E-Class,2012,2.2,Diesel,46228.71
Chevrolet,Malibu,2013,2.8,Electric,56373.89
Hyundai,Kona,2019,2.3,Hybrid,22712.58
BMW,3 Series,2013,4.8,Petrol,72378.85
Chevrolet,Malibu,2011,3.8,Electric,65712.62
BMW,5 Series,2016,2.5,Hybrid,71892.86
Audi,Q5,2020,2.5,Diesel,28998.26
Mercedes-Benz,GLC,2013,4.6,Diesel,45082.01
BMW,3 Series,2015,3.1,Petrol,75558.84
Chevrolet,Equinox,2020,4.1,Petrol,77161.31
Chevrolet,Equinox,2015,2.3,Electric,26605.7
Mercedes-Benz,GLC,2010,3.2,Petrol,37466.42
Chevrolet,Spark,2010,1.2,Electric,69124.1
Volkswagen,Tiguan,2020,1.2,Electric,63088.51
Ford,F-150,2017,4.5,Petrol,60489.84
Mercedes-Benz,GLA,2015,4.8,Electric,16581.84
Nissan,Sentra,2017,1.7,Petrol,65543.6
Hyundai,Santa Fe,2020,2.1,Petrol,38377.52
Hyundai,Tucson,2019,1.3,Petrol,50290.47
Audi,Q5,2014,3.8,Hybrid,34409
Ford,F-150,2010,1.5,Diesel,20485.05
Mercedes-Benz,S-Class,2014,1.4,Hybrid,63874.08
Mercedes-Benz,S-Class,2011,4.9,Electric,40735.45
Hyundai,Sonata,2018,3.6,Hybrid,29367.84
Volkswagen,Jetta,2019,3.5,Diesel,76976.43
Honda,Pilot,2016,2.2,Hybrid,56651.37
Nissan,Rogue,2014,3.1,Diesel,20946.77
Toyota,Highlander,2014,3.2,Petrol,44936.24
Honda,CR-V,2018,2.2,Diesel,60035.91
Ford,Fiesta,2020,1.3,Electric,48158.71
Volkswagen,Golf,2010,2.5,Hybrid,41084.15
Audi,A3,2016,1.6,Diesel,76873.42
Toyota,Prius,2015,2.9,Electric,37664.71
Chevrolet,Spark,2016,1.6,Diesel,75899.69
Toyota,RAV4,2020,1.9,Hybrid,68004.47
Nissan,Rogue,2011,1.7,Hybrid,53366.34
Audi,Q7,2011,2.2,Electric,52320.94
Mercedes-Benz,S-Class,2019,4,Diesel,63202.97
Volkswagen,Atlas,2010,1.6,Electric,79321.19
Ford,Mustang,2019,3.4,Hybrid,27378.81
Toyota,Corolla,2019,1,Petrol,44704.21
Toyota,Camry,2018,1.6,Diesel,16182.86
Toyota,Corolla,2013,2.1,Hybrid,38136.22
BMW,5 Series,2015,2.2,Hybrid,35296.15
Volkswagen,Passat,2015,4.2,Electric,16537.2
BMW,X3,2012,2,Hybrid,66841.63
Toyota,Camry,2015,4.6,Petrol,67645.21
Nissan,Versa,2014,2.9,Electric,72463.83
Honda,Pilot,2020,1.7,Diesel,32561.89
BMW,5 Series,2016,3.2,Diesel,62924.85
BMW,5 Series,2014,3.3,Petrol,15232.5
Nissan,Murano,2017,4.7,Petrol,32836.39
BMW,X5,2011,1.5,Petrol,70864.76
BMW,X3,2010,1.9,Hybrid,29573.58
Audi,Q7,2010,3.3,Hybrid,58123.2
Ford,Fiesta,2016,4,Electric,33909.4
Audi,A3,2012,4.9,Petrol,40180.34
Audi,Q7,2010,1.1,Electric,64152.29
Volkswagen,Golf,2014,3.2,Diesel,20467.86
BMW,3 Series,2016,2.3,Diesel,69030.55
Mercedes-Benz,GLC,2019,2.5,Diesel,66496.99
Audi,Q7,2015,2.9,Hybrid,70913.36
Toyota,Highlander,2017,1.2,Hybrid,75498.12
Honda,Pilot,2012,3.2,Petrol,54050.07
Nissan,Sentra,2010,4.3,Hybrid,40238.51
Hyundai,Elantra,2012,1.5,Hybrid,70132.63
Ford,Focus,2014,3.2,Diesel,33371.61
Nissan,Sentra,2013,4.1,Hybrid,63196.2
Chevrolet,Tahoe,2010,1.3,Diesel,30824.81
Chevrolet,Tahoe,2017,3.9,Electric,72431.21
Nissan,Murano,2014,2.1,Diesel,39011.54
Honda,Civic,2020,4.5,Diesel,79861.79
Nissan,Versa,2014,2.7,Electric,53576.32
Toyota,Corolla,2015,3.5,Electric,18008.41
Mercedes-Benz,GLA,2014,2.9,Electric,33899.79
BMW,X3,2017,1.7,Hybrid,20399.16
Hyundai,Tucson,2016,1.4,Diesel,61984.35
Honda,Fit,2010,2.5,Diesel,28019.24
Volkswagen,Jetta,2018,3.8,Petrol,20669.88
Audi,Q5,2014,4.4,Hybrid,36940.45
Ford,Fiesta,2017,1.7,Electric,25247.83
Volkswagen,Atlas,2012,4.5,Electric,60714.71
Chevrolet,Spark,2011,4.7,Electric,69449.72
BMW,5 Series,2015,2.6,Hybrid,43286.61
Chevrolet,Spark,2012,3.5,Petrol,28670.69
Hyundai,Kona,2016,4,Petrol,36704.62
Ford,F-150,2019,4.3,Diesel,68967.69
Toyota,Highlander,2020,3.2,Petrol,47596.9
Toyota,Corolla,2013,2.3,Petrol,67969.21
Nissan,Sentra,2012,2.8,Diesel,22907.34
Mercedes-Benz,E-Class,2018,3.7,Electric,73691.03
Mercedes-Benz,S-Class,2017,4.6,Diesel,77049.81
Audi,A4,2013,4.5,Hybrid,17715.15
Audi,A6,2020,1.8,Petrol,51613.1
Chevrolet,Impala,2011,2.6,Diesel,77083.98
Ford,Focus,2011,3.4,Petrol,58157.91
Audi,A3,2018,3.5,Electric,64048.4
Mercedes-Benz,C-Class,2017,4.4,Diesel,20903.26
Honda,Pilot,2012,3.6,Petrol,37335.3
Audi,Q5,2014,3.7,Electric,72182.53
Ford,Explorer,2019,1.5,Hybrid,65793.02
Chevrolet,Tahoe,2013,2.1,Diesel,33263.18
Mercedes-Benz,E-Class,2017,2.6,Electric,15067.38
Honda,Pilot,2017,4.3,Electric,53478.14
Ford,Focus,2016,3,Petrol,38741.32
Volkswagen,Jetta,2010,2,Petrol,70569.25
Volkswagen,Jetta,2014,2.4,Diesel,22031.52
Toyota,Highlander,2011,1.7,Diesel,38828.61
Chevrolet,Equinox,2017,1.3,Diesel,57696.57
Audi,A3,2010,2.9,Petrol,64684.62
Ford,Explorer,2014,1.4,Hybrid,25224.15
Audi,Q7,2014,1.7,Hybrid,16114.35
Nissan,Versa,2018,1.3,Diesel,69400.56
Audi,Q5,2013,2.7,Petrol,23779.38
Hyundai,Tucson,2019,4.3,Petrol,51081.68
BMW,7 Series,2017,2.2,Diesel,36093.43
Mercedes-Benz,GLC,2013,1,Petrol,45753.87
Mercedes-Benz,C-Class,2013,4.3,Hybrid,38551
Volkswagen,Passat,2018,4.6,Petrol,72490.5
Chevrolet,Malibu,2014,3.6,Electric,57526.09
BMW,5 Series,2020,3.4,Petrol,56210.79
Toyota,Camry,2017,2.1,Hybrid,40457.66
Honda,Civic,2017,4.8,Petrol,48007.75
Honda,Pilot,2010,3,Electric,45234.36
Hyundai,Sonata,2017,2,Electric,43131.53
Hyundai,Santa Fe,2017,1.5,Diesel,19141.38
Audi,A3,2012,4,Hybrid,19134.72
Hyundai,Santa Fe,2010,1.7,Electric,73202.54
Honda,Accord,2018,4.9,Petrol,58926.04
Chevrolet,Tahoe,2019,2.1,Hybrid,73491.81
Hyundai,Kona,2010,2.7,Hybrid,53572.38
Toyota,Corolla,2010,2.8,Diesel,35430.04
Hyundai,Tucson,2017,1.6,Petrol,68003.18
Honda,Fit,2019,3.4,Electric,44902.13
Toyota,Highlander,2013,4.8,Electric,26370.15
Audi,A3,2016,3,Hybrid,47161.49
Nissan,Sentra,2011,4.9,Diesel,63602.38
Nissan,Murano,2013,1.1,Hybrid,17902.79
Chevrolet,Spark,2012,4.1,Electric,35906.55
Nissan,Murano,2015,1.5,Petrol,46365.46
BMW,5 Series,2015,4.4,Petrol,48369.05
Ford,Mustang,2014,4.4,Diesel,63054.58
Hyundai,Elantra,2013,3.2,Petrol,34298.99
Hyundai,Santa Fe,2011,1.7,Hybrid,69150.87
Ford,Focus,2015,3,Hybrid,25378.78
Honda,Civic,2013,4.1,Hybrid,57275.19
Volkswagen,Jetta,2010,1.5,Diesel,56811.63
Mercedes-Benz,GLA,2015,3.3,Diesel,31205.17
Toyota,Camry,2015,3.6,Electric,66848.54
BMW,X5,2015,4.6,Hybrid,73138.21
Ford,Explorer,2019,3.5,Electric,73891.8
Ford,Mustang,2013,3.3,Electric,76462.9
Volkswagen,Passat,2013,2.9,Electric,40534.91
BMW,X5,2019,3.2,Petrol,42876.82
Hyundai,Tucson,2016,3,Petrol,18687.4
Ford,Mustang,2010,4.3,Electric,15119.03
Audi,Q5,2020,4,Electric,63107.05
Chevrolet,Spark,2013,4.3,Diesel,74037.72
Mercedes-Benz,C-Class,2015,3,Petrol,34924.66
Nissan,Murano,2012,4,Electric,16500.61
Audi,A6,2017,1.3,Electric,20901.81
BMW,X5,2016,1.2,Diesel,63664.84
Honda,Civic,2011,2,Diesel,75095.77
Hyundai,Tucson,2014,1.3,Electric,47525.01
Chevrolet,Impala,2014,3.5,Petrol,69228.32
Hyundai,Santa Fe,2015,1.4,Petrol,33732.46
Chevrolet,Impala,2016,3.3,Petrol,79193.91
Nissan,Altima,2015,2.6,Electric,33913.05
Nissan,Sentra,2010,3.2,Diesel,40055.16
BMW,7 Series,2013,4.2,Electric,59140.43
BMW,5 Series,2012,1.6,Diesel,69361.32
Audi,Q5,2015,2.7,Diesel,66046.67
Nissan,Altima,2016,1.1,Hybrid,25020.73
Hyundai,Kona,2019,3.1,Diesel,70127.94
Hyundai,Sonata,2015,3,Electric,72435.39
Audi,Q5,2014,4.8,Diesel,79049.49
Honda,Civic,2015,1.9,Petrol,74415.95
Mercedes-Benz,GLA,2013,2.2,Diesel,78703.71
Honda,Fit,2011,2,Hybrid,29352.64
Mercedes-Benz,E-Class,2019,3.4,Petrol,63893.22
Mercedes-Benz,GLA,2017,4.1,Hybrid,16003.5
Volkswagen,Jetta,2019,2.3,Diesel,40210
Mercedes-Benz,GLA,2010,1.2,Petrol,18180.31
Volkswagen,Passat,2020,3.9,Hybrid,64699.18
Toyota,Highlander,2012,4.7,Petrol,67431.44
Chevrolet,Tahoe,2013,3,Electric,69957.08
Ford,F-150,2019,3.9,Hybrid,78334.83
Audi,A6,2014,1.1,Hybrid,63262.48
Toyota,Camry,2012,1.7,Hybrid,75815.82
Volkswagen,Passat,2012,1.7,Diesel,23159.99
Audi,Q7,2017,2.2,Petrol,30786.58
Nissan,Sentra,2012,3.7,Hybrid,30191.25
Chevrolet,Malibu,2013,4.8,Electric,63852.71
Ford,Mustang,2019,1.9,Hybrid,63990.08
Hyundai,Kona,2013,2.1,Diesel,19359.65
Audi,Q5,2018,4.6,Diesel,17352.5
Audi,A6,2012,4.2,Diesel,73453.98
Chevrolet,Malibu,2019,1.8,Diesel,28825.55
Hyundai,Sonata,2015,2.2,Hybrid,51566.25
BMW,5 Series,2013,1.2,Petrol,57658.08
Toyota,Camry,2018,1.3,Diesel,52144.2
Chevrolet,Tahoe,2015,3.7,Electric,41033.97
Hyundai,Elantra,2011,1.8,Electric,76656.78
Mercedes-Benz,GLC,2010,4.7,Petrol,25517.45
Audi,A4,2011,2.2,Hybrid,35811.51
Mercedes-Benz,GLA,2011,1.6,Electric,28350.86
BMW,X3,2011,4.5,Electric,46342.32
Audi,A6,2013,2.1,Petrol,69434.47
Ford,Focus,2013,3.1,Petrol,33823.12
Hyundai,Santa Fe,2018,3,Electric,72021.14
Honda,Civic,2017,3.1,Petrol,76163.79
Audi,Q5,2019,2.8,Diesel,43291.27
Nissan,Sentra,2019,1.2,Petrol,30247.44
Honda,Fit,2018,2.7,Electric,27757.7
Honda,Civic,2020,1.6,Hybrid,76295.88
Honda,Fit,2018,3.1,Diesel,75590.34
Volkswagen,Jetta,2011,1.2,Electric,46488.77
Honda,Pilot,2011,2.3,Hybrid,78514.24
Chevrolet,Spark,2020,3.1,Diesel,17914.04
Mercedes-Benz,GLC,2014,4.1,Hybrid,50175.12
Nissan,Sentra,2017,2.5,Electric,76212.07
Hyundai,Sonata,2016,4.5,Petrol,62388.61
Volkswagen,Atlas,2015,1.1,Diesel,30973.59
Hyundai,Tucson,2019,2.7,Petrol,23592.3
Audi,Q5,2018,2.3,Hybrid,42555.07
Honda,Pilot,2018,1.3,Diesel,39680.16
Ford,Mustang,2010,3.3,Hybrid,58195.51
Nissan,Altima,2011,2.7,Petrol,72858.96
BMW,3 Series,2014,2.7,Electric,47968.41
Toyota,Corolla,2013,3.6,Diesel,69043.85
Volkswagen,Jetta,2017,2.7,Electric,17783.08
Mercedes-Benz,GLC,2011,1.8,Petrol,70931.02
Nissan,Versa,2011,1.7,Electric,25541.64
Volkswagen,Tiguan,2016,1.7,Hybrid,30922.31
Mercedes-Benz,E-Class,2014,4.8,Hybrid,20890.91
Mercedes-Benz,C-Class,2013,2.3,Diesel,73394.98
Toyota,Highlander,2019,4.5,Petrol,16009.33
Chevrolet,Tahoe,2016,2.6,Hybrid,63309.58
Hyundai,Santa Fe,2010,4.6,Diesel,62274.32
Volkswagen,Golf,2014,1.9,Electric,74425.59
Audi,A6,2013,4.2,Diesel,61099.59
Volkswagen,Atlas,2013,3.2,Hybrid,38372.95
BMW,5 Series,2014,2,Petrol,31714.26
BMW,X3,2019,2.9,Diesel,17133.42
BMW,X5,2014,4.4,Hybrid,66824.74
Mercedes-Benz,C-Class,2017,1.9,Hybrid,46372.17
Nissan,Murano,2016,1.8,Diesel,72791.75
Hyundai,Elantra,2011,2.1,Petrol,58808.72
Toyota,Highlander,2014,5,Electric,59581.07
Audi,A3,2017,2.3,Diesel,54733.91
Volkswagen,Jetta,2017,2.9,Diesel,70233.45
Audi,A6,2011,4.1,Diesel,42975.78
Mercedes-Benz,S-Class,2011,3.4,Petrol,23637.34
Toyota,Corolla,2015,3.3,Petrol,29238.35
Honda,Civic,2010,3.7,Hybrid,78073.29
Volkswagen,Tiguan,2012,4.4,Hybrid,62940.76
Ford,Fiesta,2012,4.8,Hybrid,33847.04
Nissan,Rogue,2020,1.9,Petrol,35102.56
Ford,Focus,2018,4.9,Electric,17027.75
Chevrolet,Tahoe,2016,3.2,Diesel,64464.13
Volkswagen,Jetta,2019,3.9,Electric,42100.68
Volkswagen,Golf,2020,4.8,Diesel,66017.15
Audi,A6,2010,4.8,Electric,18203.85
Toyota,Corolla,2020,3.5,Hybrid,15175.62
Volkswagen,Golf,2017,4,Hybrid,49439.63
Volkswagen,Atlas,2018,2.8,Electric,63194.2
Toyota,Highlander,2018,2.2,Hybrid,72929.91
Audi,A3,2019,5,Electric,69845.19
Toyota,Highlander,2014,1.1,Hybrid,35369.75
Volkswagen,Passat,2015,2.6,Diesel,79390.16
Nissan,Rogue,2016,4.1,Petrol,74768.5
Nissan,Sentra,2011,4.7,Diesel,34287.59
Chevrolet,Impala,2013,3.8,Petrol,36369.91
Nissan,Sentra,2020,2.1,Hybrid,48039.54
Volkswagen,Tiguan,2012,1.5,Electric,72804.99
Chevrolet,Malibu,2020,1.4,Electric,63336.6
Mercedes-Benz,GLA,2014,1.8,Electric,57235.22
Nissan,Versa,2014,2.3,Electric,33350.84
Honda,Civic,2011,4.7,Diesel,52148.84
Volkswagen,Passat,2020,2.7,Electric,61484.12
Chevrolet,Equinox,2018,2.3,Electric,27787.54
Honda,CR-V,2011,4.4,Petrol,54293.27
Mercedes-Benz,S-Class,2013,1.5,Electric,46563.77
